path,category,expected_bytes,actual_bytes,status
sub-SD011/ses-01/anat/sub-SD011_contact_RAS.csv,anatomy,3713,3713,SIZE_MATCH
sub-SD011/ses-01/ieeg/sub-SD011_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,8621,8621,SIZE_MATCH
sub-SD011/ses-01/ieeg/sub-SD011_ses-01_task-PassiveListen_ieeg.edf,neural,1833841408,1833841408,SIZE_MATCH
sub-SD011/ses-01/ieeg/sub-SD011_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1256,1256,SIZE_MATCH
sub-SD011/ses-01/ieeg/sub-SD011_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,40,40,SIZE_MATCH
sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_events.tsv,metadata_or_other,1348169,1348169,SIZE_MATCH
sub-SD011/ses-01/sub-SD011_ses-01_task-PassiveListen_log.tsv,metadata_or_other,9879,9879,SIZE_MATCH
sub-SD012/ses-01/ieeg/sub-SD012_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,4812,4812,SIZE_MATCH
sub-SD012/ses-01/ieeg/sub-SD012_ses-01_task-PassiveListen_ieeg.edf,neural,538464512,538464512,SIZE_MATCH
sub-SD012/ses-01/ieeg/sub-SD012_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1311,1311,SIZE_MATCH
sub-SD012/ses-01/ieeg/sub-SD012_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,41,41,SIZE_MATCH
sub-SD012/ses-01/sub-SD012_ses-01_task-PassiveListen_events.tsv,metadata_or_other,103102,103102,SIZE_MATCH
sub-SD012/ses-01/sub-SD012_ses-01_task-PassiveListen_log.tsv,metadata_or_other,828,828,SIZE_MATCH
sub-SD012/ses-02/ieeg/sub-SD012_ses-02_task-PassiveListen_channels.tsv,metadata_or_other,4820,4820,SIZE_MATCH
sub-SD012/ses-02/ieeg/sub-SD012_ses-02_task-PassiveListen_ieeg.edf,neural,394035456,394035456,SIZE_MATCH
sub-SD012/ses-02/ieeg/sub-SD012_ses-02_task-PassiveListen_ieeg.json,metadata_or_other,1311,1311,SIZE_MATCH
sub-SD012/ses-02/ieeg/sub-SD012_ses-02_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,41,41,SIZE_MATCH
sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_events.tsv,metadata_or_other,1145816,1145816,SIZE_MATCH
sub-SD012/ses-02/sub-SD012_ses-02_task-PassiveListen_log.tsv,metadata_or_other,8299,8299,SIZE_MATCH
sub-SD013/ses-01/anat/SD013_contact_RAS.csv,anatomy,3304,3304,SIZE_MATCH
sub-SD013/ses-01/anat/sub-SD013_CT_defaced.nii,anatomy,97517920,97517920,SIZE_MATCH
sub-SD013/ses-01/anat/sub-SD013_T1w_defaced.nii,anatomy,133693792,133693792,SIZE_MATCH
sub-SD013/ses-01/ieeg/sub-SD013_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,4599,4599,SIZE_MATCH
sub-SD013/ses-01/ieeg/sub-SD013_ses-01_task-PassiveListen_ieeg.edf,neural,1420838144,1420838144,SIZE_MATCH
sub-SD013/ses-01/ieeg/sub-SD013_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1242,1242,SIZE_MATCH
sub-SD013/ses-01/ieeg/sub-SD013_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,41,41,SIZE_MATCH
sub-SD013/ses-01/sub-SD013_ses-01_task-PassiveListen_events.tsv,metadata_or_other,398874,398874,SIZE_MATCH
sub-SD013/ses-01/sub-SD013_ses-01_task-PassiveListen_log.tsv,metadata_or_other,1916,1916,SIZE_MATCH
sub-SD015/ses-01/anat/sub-SD015_CT_defaced.nii,anatomy,67109216,67109216,SIZE_MATCH
sub-SD015/ses-01/anat/sub-SD015_T1w_defaced.nii,anatomy,16777568,16777568,SIZE_MATCH
sub-SD015/ses-01/anat/sub-SD015_contact_RAS.csv,anatomy,3350,3350,SIZE_MATCH
sub-SD015/ses-01/ieeg/sub-SD015_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,8745,8745,SIZE_MATCH
sub-SD015/ses-01/ieeg/sub-SD015_ses-01_task-PassiveListen_ieeg.edf,neural,1129471744,1129471744,SIZE_MATCH
sub-SD015/ses-01/ieeg/sub-SD015_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1245,1245,SIZE_MATCH
sub-SD015/ses-01/ieeg/sub-SD015_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,40,40,SIZE_MATCH
sub-SD015/ses-01/sub-SD015_ses-01_task-PassiveListen_events.tsv,metadata_or_other,167248,167248,SIZE_MATCH
sub-SD015/ses-01/sub-SD015_ses-01_task-PassiveListen_log.tsv,metadata_or_other,1266,1266,SIZE_MATCH
sub-SD017/ses-01/anat/sub-SD017_CT_defaced.nii,anatomy,67109216,67109216,SIZE_MATCH
sub-SD017/ses-01/anat/sub-SD017_T1w_defaced.nii,anatomy,16777568,16777568,SIZE_MATCH
sub-SD017/ses-01/anat/sub-SD017_contact_RAS.csv,anatomy,3171,3171,SIZE_MATCH
sub-SD017/ses-01/ieeg/sub-SD017_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,4806,4806,SIZE_MATCH
sub-SD017/ses-01/ieeg/sub-SD017_ses-01_task-PassiveListen_ieeg.edf,neural,173792512,173792512,SIZE_MATCH
sub-SD017/ses-01/ieeg/sub-SD017_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1264,1264,SIZE_MATCH
sub-SD017/ses-01/ieeg/sub-SD017_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,41,41,SIZE_MATCH
sub-SD017/ses-01/sub-SD017_ses-01_task-PassiveListen_events.tsv,metadata_or_other,420490,420490,SIZE_MATCH
sub-SD017/ses-01/sub-SD017_ses-01_task-PassiveListen_log.tsv,metadata_or_other,3060,3060,SIZE_MATCH
sub-SD018/ses-01/anat/SD018_contact_RAS.csv,anatomy,5629,5629,SIZE_MATCH
sub-SD018/ses-01/anat/sub-SD018_CT_defaced.nii,anatomy,67109216,67109216,SIZE_MATCH
sub-SD018/ses-01/anat/sub-SD018_T1w_defaced.nii,anatomy,16777568,16777568,SIZE_MATCH
sub-SD018/ses-01/ieeg/sub-SD018_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,8682,8682,SIZE_MATCH
sub-SD018/ses-01/ieeg/sub-SD018_ses-01_task-PassiveListen_ieeg.edf,neural,817400064,817400064,SIZE_MATCH
sub-SD018/ses-01/ieeg/sub-SD018_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1371,1371,SIZE_MATCH
sub-SD018/ses-01/ieeg/sub-SD018_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,40,40,SIZE_MATCH
sub-SD018/ses-01/sub-SD018_ses-01_task-PassiveListen_events.tsv,metadata_or_other,419599,419599,SIZE_MATCH
sub-SD018/ses-01/sub-SD018_ses-01_task-PassiveListen_log.tsv,metadata_or_other,3056,3056,SIZE_MATCH
sub-SD019/ses-01/anat/sub-SD019_CT_defaced.nii,anatomy,67109216,67109216,SIZE_MATCH
sub-SD019/ses-01/anat/sub-SD019_T1w_defaced.nii,anatomy,16777568,16777568,SIZE_MATCH
sub-SD019/ses-01/anat/sub-SD019_contact_RAS.csv,anatomy,7107,7107,SIZE_MATCH
sub-SD019/ses-01/ieeg/sub-SD019_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,8485,8485,SIZE_MATCH
sub-SD019/ses-01/ieeg/sub-SD019_ses-01_task-PassiveListen_ieeg.edf,neural,2168195488,2168195488,SIZE_MATCH
sub-SD019/ses-01/ieeg/sub-SD019_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1276,1276,SIZE_MATCH
sub-SD019/ses-01/ieeg/sub-SD019_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,39,39,SIZE_MATCH
sub-SD019/ses-01/sub-SD019_ses-01_task-PassiveListen_events.tsv,metadata_or_other,1352362,1352362,SIZE_MATCH
sub-SD019/ses-01/sub-SD019_ses-01_task-PassiveListen_log.tsv,metadata_or_other,8381,8381,SIZE_MATCH
sub-SD021/ses-01/anat/sub-SD021_CT_defaced.nii,anatomy,67109216,67109216,SIZE_MATCH
sub-SD021/ses-01/anat/sub-SD021_T1w_defaced.nii,anatomy,16777568,16777568,SIZE_MATCH
sub-SD021/ses-01/anat/sub-SD021_contact_RAS.csv,anatomy,4520,4520,SIZE_MATCH
sub-SD021/ses-01/ieeg/sub-SD021_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,8896,8896,SIZE_MATCH
sub-SD021/ses-01/ieeg/sub-SD021_ses-01_task-PassiveListen_ieeg.edf,neural,968632320,968632320,SIZE_MATCH
sub-SD021/ses-01/ieeg/sub-SD021_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1242,1242,SIZE_MATCH
sub-SD021/ses-01/ieeg/sub-SD021_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,40,40,SIZE_MATCH
sub-SD021/ses-01/sub-SD021_ses-01_task-PassiveListen_events.tsv,metadata_or_other,1349568,1349568,SIZE_MATCH
sub-SD021/ses-01/sub-SD021_ses-01_task-PassiveListen_log.tsv,metadata_or_other,10105,10105,SIZE_MATCH
sub-SD022/ses-01/anat/sub-SD022_CT_defaced.nii,anatomy,67109216,67109216,SIZE_MATCH
sub-SD022/ses-01/anat/sub-SD022_T1w_defaced.nii,anatomy,16777568,16777568,SIZE_MATCH
sub-SD022/ses-01/anat/sub-SD022_contact_RAS.csv,anatomy,2941,2941,SIZE_MATCH
sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_channels.tsv,metadata_or_other,9026,9026,SIZE_MATCH
sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,neural,1865216192,1865216192,SIZE_MATCH
sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.json,metadata_or_other,1366,1366,SIZE_MATCH
sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg_audio-offset.json,metadata_or_other,41,41,SIZE_MATCH
sub-SD022/ses-01/sub-SD022_ses-01_task-PassiveListen_events.tsv,metadata_or_other,1351281,1351281,SIZE_MATCH
sub-SD022/ses-01/sub-SD022_ses-01_task-PassiveListen_log.tsv,metadata_or_other,10108,10108,SIZE_MATCH
