dataset,path,story,sample_rate,frames,channels,duration_s
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1303a-ex02_normed.wav,s1303a-ex02,44100,1294117,1,29.345056689342403
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1401a-ex02_normed.wav,s1401a-ex02,44100,1613285,1,36.582426303854874
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1501a-ex01_normed.wav,s1501a-ex01,44100,1902405,1,43.13843537414966
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3201a-ex01_normed.wav,s3201a-ex01,44100,3399661,1,77.08981859410432
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3301a-ex02_normed.wav,s3301a-ex02,44100,1642196,1,37.23800453514739
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3703b-ex01_normed.wav,s3703b-ex01,44100,1559894,1,35.371746031746035
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3903b-ex02_normed.wav,s3903b-ex02,44100,1452511,1,32.93675736961451
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/catalan-f02_normed.wav,catalan-f02,44100,151842,1,3.44312925170068
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s0202b-ex01_normed.wav,s0202b-ex01,44100,2510081,1,56.91793650793651
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s0702a-ex01_normed.wav,s0702a-ex01,44100,1343385,1,30.462244897959184
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s1604a-ex01_normed.wav,s1604a-ex01,44100,2044636,1,46.363628117913834
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s2102a-ex03_normed.wav,s2102a-ex03,44100,1996545,1,45.27312925170068
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s2801a-ex01_normed.wav,s2801a-ex01,44100,2686917,1,60.9278231292517
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3102b-ex01_normed.wav,s3102b-ex01,44100,917363,1,20.8018820861678
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3802a-ex01_normed.wav,s3802a-ex01,44100,1529220,1,34.67619047619048
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3902a-ex01_normed.wav,s3902a-ex01,44100,1391515,1,31.55362811791383
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/catalan-m03_normed.wav,catalan-m03,44100,151842,1,3.44312925170068
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s0203b-ex01_normed.wav,s0203b-ex01,44100,1894158,1,42.95142857142857
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s0802b-ex01_normed.wav,s0802b-ex01,44100,1322702,1,29.993242630385488
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1103a-ex01_normed.wav,s1103a-ex01,44100,2411948,1,54.69269841269841
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1202b-ex01_normed.wav,s1202b-ex01,44100,1520485,1,34.4781179138322
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1401b-ex01_normed.wav,s1401b-ex01,44100,2400666,1,54.43687074829932
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1503a-ex01_normed.wav,s1503a-ex01,44100,743333,1,16.85562358276644
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1703b-ex01_normed.wav,s1703b-ex01,44100,2359389,1,53.5008843537415
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s3003a-ex01_normed.wav,s3003a-ex01,44100,1479307,1,33.54437641723356
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/catalan-f03_normed.wav,catalan-f03,44100,151842,1,3.44312925170068
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s0305a-ex01_normed.wav,s0305a-ex01,44100,1918675,1,43.50736961451247
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s0901b-ex01_normed.wav,s0901b-ex01,44100,1604187,1,36.376122448979594
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1203a-ex01_normed.wav,s1203a-ex01,44100,1501980,1,34.05850340136055
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1503a-ex02_normed.wav,s1503a-ex02,44100,1217788,1,27.614240362811792
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1702b-ex01_normed.wav,s1702b-ex01,44100,1826765,1,41.42324263038549
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s2302b-ex01_normed.wav,s2302b-ex01,44100,1548946,1,35.123492063492066
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s3003a-ex02_normed.wav,s3003a-ex02,44100,1966298,1,44.58725623582767
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s3801a-ex01_normed.wav,s3801a-ex01,44100,1459782,1,33.10163265306122
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/catalan_v2/catalan-f01_normed.wav,catalan-f01,44100,2061070,1,46.736281179138324
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/catalan_v2/catalan-f02_normed.wav,catalan-f02,44100,1918068,1,43.49360544217687
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/catalan_v2/catalan-f03_normed.wav,catalan-f03,44100,2387176,1,54.130975056689344
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/catalan_v2/catalan-m01_normed.wav,catalan-m01,44100,2069282,1,46.92249433106576
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/catalan_v2/catalan-m02_normed.wav,catalan-m02,44100,2266666,1,51.398321995464855
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/catalan_v2/catalan-m03_normed.wav,catalan-m03,44100,2242634,1,50.853378684807254
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/instructions1_normed.wav,instructions1,44100,1553238,1,35.22081632653061
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/instructions2_clipped_normed.wav,instructions2_clipped,44100,663774,2,15.05156462585034
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/instructions2_normed.wav,instructions2,44100,936392,1,21.233378684807256
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/instructions3_normed.wav,instructions3,44100,275543,1,6.248140589569161
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,pleasePressSpace,44100,151842,1,3.44312925170068
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan-f01_question_normed.wav,catalan-f01_question,44100,2061070,1,46.736281179138324
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan-f02_question_normed.wav,catalan-f02_question,44100,1918068,1,43.49360544217687
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan-f03_question_normed.wav,catalan-f03_question,44100,2387176,1,54.130975056689344
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan-m01_question_normed.wav,catalan-m01_question,44100,2069282,1,46.92249433106576
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan-m02_question_normed.wav,catalan-m02_question,44100,2266666,1,51.398321995464855
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan-m03_question_normed.wav,catalan-m03_question,44100,2242634,1,50.853378684807254
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan_questions_v2/catalan-f01_question_normed.wav,catalan-f01_question,44100,167258,1,3.792698412698413
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan_questions_v2/catalan-f02_question_normed.wav,catalan-f02_question,44100,167258,1,3.792698412698413
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan_questions_v2/catalan-f03_question_normed.wav,catalan-f03_question,44100,167258,1,3.792698412698413
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan_questions_v2/catalan-m01_question_normed.wav,catalan-m01_question,44100,167258,1,3.792698412698413
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan_questions_v2/catalan-m02_question_normed.wav,catalan-m02_question,44100,167258,1,3.792698412698413
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/catalan_questions_v2/catalan-m03_question_normed.wav,catalan-m03_question,44100,167258,1,3.792698412698413
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0102b-ex01_question_normed.wav,s0102b-ex01_question,44100,168277,1,3.8158049886621317
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0202a-ex01_question_normed.wav,s0202a-ex01_question,44100,197365,1,4.4753968253968255
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0202b-ex01_question_normed.wav,s0202b-ex01_question,44100,196097,1,4.446643990929705
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0203b-ex01_question_normed.wav,s0203b-ex01_question,44100,205745,1,4.665419501133787
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0302b-ex01_question_normed.wav,s0302b-ex01_question,44100,187675,1,4.255668934240362
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0305a-ex01_question_normed.wav,s0305a-ex01_question,44100,229986,1,5.215102040816326
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0501a-ex01_question_normed.wav,s0501a-ex01_question,44100,311471,1,7.062834467120181
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0501a-ex02_question_normed.wav,s0501a-ex02_question,44100,212502,1,4.818639455782313
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0601a-ex01_question_normed.wav,s0601a-ex01_question,44100,204446,1,4.635963718820862
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0602b-ex01_question_normed.wav,s0602b-ex01_question,44100,183541,1,4.161927437641723
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0702a-ex01_question_normed.wav,s0702a-ex01_question,44100,157939,1,3.5813832199546485
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0703b-ex01_question_normed.wav,s0703b-ex01_question,44100,136798,1,3.1019954648526076
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0802b-ex01_question_normed.wav,s0802b-ex01_question,44100,195677,1,4.437120181405896
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s0901b-ex01_question_normed.wav,s0901b-ex01_question,44100,216819,1,4.916530612244898
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1001a-ex01_question_normed.wav,s1001a-ex01_question,44100,147709,1,3.3494104308390025
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1103a-ex01_question_normed.wav,s1103a-ex01_question,44100,160440,1,3.638095238095238
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1201a-ex01_question_normed.wav,s1201a-ex01_question,44100,137025,1,3.107142857142857
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1202b-ex01_question_normed.wav,s1202b-ex01_question,44100,153847,1,3.48859410430839
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1203a-ex01_question_normed.wav,s1203a-ex01_question,44100,180219,1,4.086598639455782
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1303a-ex01_question_normed.wav,s1303a-ex01_question,44100,220683,1,5.004149659863946
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1303a-ex02_question_normed.wav,s1303a-ex02_question,44100,295021,1,6.689818594104309
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1401a-ex01_question_normed.wav,s1401a-ex01_question,44100,170897,1,3.8752154195011337
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1401a-ex02_question_normed.wav,s1401a-ex02_question,44100,169079,1,3.8339909297052155
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1401b-ex01_question_normed.wav,s1401b-ex01_question,44100,151347,1,3.431904761904762
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1501a-ex01_question_normed.wav,s1501a-ex01_question,44100,170407,1,3.8641043083900226
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1503a-ex01_question_normed.wav,s1503a-ex01_question,44100,169988,1,3.8546031746031746
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1503a-ex02_question_normed.wav,s1503a-ex02_question,44100,151347,1,3.431904761904762
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1503a-ex03_question_normed.wav,s1503a-ex03_question,44100,201815,1,4.576303854875284
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1604a-ex01_question_normed.wav,s1604a-ex01_question,44100,194086,1,4.401043083900227
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1702b-ex01_question_normed.wav,s1702b-ex01_question,44100,200679,1,4.550544217687075
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1703b-ex01_question_normed.wav,s1703b-ex01_question,44100,171579,1,3.8906802721088436
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1901a-ex01_question_normed.wav,s1901a-ex01_question,44100,127023,1,2.880340136054422
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s1901b-ex01_question_normed.wav,s1901b-ex01_question,44100,180218,1,4.086575963718821
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2102a-ex01_question_normed.wav,s2102a-ex01_question,44100,217501,1,4.931995464852608
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2102a-ex02_question_normed.wav,s2102a-ex02_question,44100,124294,1,2.818458049886621
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2102a-ex03_question_normed.wav,s2102a-ex03_question,44100,101789,1,2.308140589569161
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2202b-ex02_question_normed.wav,s2202b-ex02_question,44100,203633,1,4.617528344671202
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2301a-ex01_question_normed.wav,s2301a-ex01_question,44100,183174,1,4.153605442176871
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2302b-ex01_question_normed.wav,s2302b-ex01_question,44100,193858,1,4.395873015873016
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2403a-ex01_question_normed.wav,s2403a-ex01_question,44100,189994,1,4.308253968253968
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2502a-ex01_question_normed.wav,s2502a-ex01_question,44100,130660,1,2.96281179138322
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2801a-ex01_question_normed.wav,s2801a-ex01_question,44100,132479,1,3.0040589569161
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s2902a-ex01_question_normed.wav,s2902a-ex01_question,44100,185902,1,4.21546485260771
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3001b-ex01_question_normed.wav,s3001b-ex01_question,44100,195677,1,4.437120181405896
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3002a-ex01_question_normed.wav,s3002a-ex01_question,44100,204088,1,4.627845804988662
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3003a-ex01_question_normed.wav,s3003a-ex01_question,44100,135206,1,3.065895691609977
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3003a-ex02_question_normed.wav,s3003a-ex02_question,44100,172034,1,3.900997732426304
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3102b-ex01_question_normed.wav,s3102b-ex01_question,44100,162259,1,3.6793424036281177
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3201a-ex01_question_normed.wav,s3201a-ex01_question,44100,208862,1,4.73609977324263
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3301a-ex01_question_normed.wav,s3301a-ex01_question,44100,126341,1,2.864875283446712
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3301a-ex02_question_normed.wav,s3301a-ex02_question,44100,152711,1,3.4628344671201816
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3602b-ex01_question_normed.wav,s3602b-ex01_question,44100,181128,1,4.107210884353742
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3602b-ex02_question_normed.wav,s3602b-ex02_question,44100,147482,1,3.344263038548753
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3703b-ex01_question_normed.wav,s3703b-ex01_question,44100,280244,1,6.354739229024943
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3801a-ex01_question_normed.wav,s3801a-ex01_question,44100,272288,1,6.174331065759637
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3802a-ex01_question_normed.wav,s3802a-ex01_question,44100,230458,1,5.225804988662132
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3902a-ex01_question_normed.wav,s3902a-ex01_question,44100,228413,1,5.179433106575964
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3902a-ex02_question_normed.wav,s3902a-ex02_question,44100,142708,1,3.236009070294785
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3903b-ex01_question_normed.wav,s3903b-ex01_question,44100,164532,1,3.7308843537414966
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s3903b-ex02_question_normed.wav,s3903b-ex02_question,44100,201587,1,4.571133786848073
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s4001b-ex01_question_normed.wav,s4001b-ex01_question,44100,152939,1,3.4680045351473923
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s4002b-ex01_question_normed.wav,s4002b-ex01_question,44100,188630,1,4.277324263038548
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/questions/s4003b-ex01_question_normed.wav,s4003b-ex01_question,44100,184105,1,4.174716553287982
ds004703,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/welcome_normed.wav,welcome,44100,87288,1,1.9793197278911565
