dataset,action,recording,item,kind,reason
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C112,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C113,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C114,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C115,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C116,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C117,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C118,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C119,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C120,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C121,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C122,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C123,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C124,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C125,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C126,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C127,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,C128,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC1,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC2,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC3,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC4,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC5,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC6,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC7,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC8,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC9,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC10,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC11,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC12,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC13,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC14,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC15,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,DC16,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,TRIG,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,OSAT,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,PR,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,Pleth,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,trial-0:welcome,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,trial-1:instructions1,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,trial-2:instructions3,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,trial-4:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-01_task-PassiveListen,trial-5:catalan-m01,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LA6,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LA7,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LA8,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LA9,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHH4,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHH5,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHH6,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHH7,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHH8,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHH9,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHT6,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHT7,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHT8,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LHT9,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH1,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH2,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH3,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH4,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH5,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH6,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH7,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH8,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH9,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,RHH10,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A1,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A2,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A6,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A7,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A11,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A12,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A15,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A16,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A17,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Grid A18,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LPP1,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LPP2,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LPP3,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LPP4,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LST2,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LST3,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LST4,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,LST5,channel,OFFICIAL_BAD:epilepsy
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Fp1,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,F7,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,T3,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,T5,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,O1,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,F3,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C3,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,P3,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Fz,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Cz,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Pz,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Fp2,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,F8,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,T4,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,T6,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,O2,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,F4,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C4,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,P4,channel,OFFICIAL_BAD:noise
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,EKG2,channel,NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,EKG4,channel,NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C100,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C101,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C102,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C103,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C104,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C105,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C106,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C107,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C108,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C109,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C110,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C111,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C112,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C113,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C114,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C115,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C116,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C117,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C118,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C119,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C120,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C121,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C122,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C123,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C124,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C125,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C126,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C127,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,C128,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC1,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC2,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC3,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC4,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC5,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC6,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC7,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC8,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC9,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC10,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC11,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC12,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC13,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC14,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC15,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,DC16,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,TRIG,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,OSAT,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,PR,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,Pleth,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-0:welcome,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-1:instructions1,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-2:instructions3,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-7:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-8:catalan-m01,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-13:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-14:catalan-f01,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-31:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-32:catalan-m02,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-33:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-34:catalan-f02,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-49:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD012_ses-02_task-PassiveListen,trial-50:catalan-m03,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,EKG2,channel,NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,EKG4,channel,NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,C123,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,C124,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,C125,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,C126,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,C127,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,C128,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD013_ses-01_task-PassiveListen,DC1,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;NOT_NEURAL_CHANNEL
