dataset,sample_key,neural_source,audio_or_envelope,story,pairing,status,reason
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-17,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s1201a-ex01_normed.wav,s1201a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-18,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s0703b-ex01_normed.wav,s0703b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-19,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s3903b-ex01_normed.wav,s3903b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-20,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s4003b-ex01_normed.wav,s4003b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-21,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s3301a-ex01_normed.wav,s3301a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-22,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,pleasePressSpace,METADATA_ONLY,EXCLUDED,CONTROL_NOT_PASSAGE
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-23,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/catalan-f01_normed.wav,catalan-f01,METADATA_ONLY,EXCLUDED,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-24,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3201a-ex01_normed.wav,s3201a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-25,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3703b-ex01_normed.wav,s3703b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-26,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1001a-ex01_normed.wav,s1001a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-27,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,pleasePressSpace,METADATA_ONLY,EXCLUDED,CONTROL_NOT_PASSAGE
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-28,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/catalan-m02_normed.wav,catalan-m02,METADATA_ONLY,EXCLUDED,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-29,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1401a-ex02_normed.wav,s1401a-ex02,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-30,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3301a-ex02_normed.wav,s3301a-ex02,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-31,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3903b-ex02_normed.wav,s3903b-ex02,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-32,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1501a-ex01_normed.wav,s1501a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-33,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1303a-ex02_normed.wav,s1303a-ex02,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-34,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3802a-ex01_normed.wav,s3802a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-35,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s0202b-ex01_normed.wav,s0202b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-36,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,pleasePressSpace,METADATA_ONLY,EXCLUDED,CONTROL_NOT_PASSAGE
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-37,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/catalan-f02_normed.wav,catalan-f02,METADATA_ONLY,EXCLUDED,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-38,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3102b-ex01_normed.wav,s3102b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-39,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s2801a-ex01_normed.wav,s2801a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-40,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s0702a-ex01_normed.wav,s0702a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-41,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s2102a-ex03_normed.wav,s2102a-ex03,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-42,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3902a-ex01_normed.wav,s3902a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-43,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s1604a-ex01_normed.wav,s1604a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-44,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1401b-ex01_normed.wav,s1401b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-45,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1202b-ex01_normed.wav,s1202b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-46,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,pleasePressSpace,METADATA_ONLY,EXCLUDED,CONTROL_NOT_PASSAGE
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-47,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/catalan-m03_normed.wav,catalan-m03,METADATA_ONLY,EXCLUDED,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-48,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1503a-ex01_normed.wav,s1503a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-49,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s3003a-ex01_normed.wav,s3003a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-50,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1703b-ex01_normed.wav,s1703b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-51,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s0802b-ex01_normed.wav,s0802b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-52,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1103a-ex01_normed.wav,s1103a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-53,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s0203b-ex01_normed.wav,s0203b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-54,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s3003a-ex02_normed.wav,s3003a-ex02,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-55,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s0305a-ex01_normed.wav,s0305a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-56,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s2302b-ex01_normed.wav,s2302b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-57,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s0901b-ex01_normed.wav,s0901b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-58,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1203a-ex01_normed.wav,s1203a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-59,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1702b-ex01_normed.wav,s1702b-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-60,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1503a-ex02_normed.wav,s1503a-ex02,METADATA_ONLY,PASS_WITH_LIMITATION,
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-61,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,pleasePressSpace,METADATA_ONLY,EXCLUDED,CONTROL_NOT_PASSAGE
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-62,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/catalan-f03_normed.wav,catalan-f03,METADATA_ONLY,EXCLUDED,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,sub-SD022_ses-01_task-PassiveListen__trial-63,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/sub-SD022/ses-01/ieeg/sub-SD022_ses-01_task-PassiveListen_ieeg.edf,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s3801a-ex01_normed.wav,s3801a-ex01,METADATA_ONLY,PASS_WITH_LIMITATION,
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_1_envelope.npy,audiobook_5_1,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_2_envelope.npy,audiobook_5_2,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_3_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_3_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_5_3_envelope.npy,audiobook_5_3,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_1_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_1_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_1_envelope.npy,audiobook_1,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_2_1_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_2_1_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_2_1_envelope.npy,audiobook_2_1,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_2_2_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_2_2_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_2_2_envelope.npy,audiobook_2_2,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,LARGE_TAIL_REVIEW; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_4_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_4_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_4_envelope.npy,audiobook_4,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_3_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_3_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_3_envelope.npy,audiobook_3,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_6_1_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_6_1_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_6_1_envelope.npy,audiobook_6_1,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
SparrKULee,sub-001_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_6_2_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_eeg/sub-001/ses-shortstories01/sub-001_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_6_2_eeg.npy,/home/fanyu/auditory_simulation_m6a/pub_01/s06/sparrkulee_v3.1/raw/derivatives/preprocessed_stimuli/audiobook_6_2_envelope.npy,audiobook_6_2,PUBLISHER_MAPPING_AND_COMMON_OVERLAP,PASS_WITH_LIMITATION,WITHIN_3S_ADVISORY; data_dict=PASS_STIMULUS_PROVENANCE; historical_generator_UNKNOWN
